MasterCatalogName,ProductCode,VariationCode,Enabled,ExtraPrice,FixedListPrice,FixedSalePrice,FixedMSRP,DeltaMSRP,FixedWeight,ExtraWeight,ExtraCost,FulfillmentTypes,MfgPartNo,UPC,DistPartNo,sleeping-bag-shape,sleeping-capacity,fits-up-to,length,lens-color,sock-height,material,frame-color,meat,gear-capacity,temperature-rating,gender,brand-colors,hat-style,number-of-exterior-pockets,shirt-size,shirt-style,inseam-in.-,shoe-size,fabric-type,faset-color,size,pant-rise,pant-size,metal-type,attribut-bd,finish,service,service-hours,width,herb-size,gift-card-amount,size-families,skate-size,skate-width,hand,flex,pattern,fertilizer-size,marketplace-vendor,clear-glaze-size,hair-color,backpack-size,distributor-demo,shoe-color,shoe-width,texture,wheel-size,shade,sample,lift-ticket-age,number-of-students,billing-frequency,rug-color,frame-type
Mystic Outdoors Master,0083,0083-33,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Medium,,,,,,,,,
Mystic Outdoors Master,0083,0083-32,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Narrow,,,,,,,,,
Mystic Outdoors Master,0083,0083-31,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Slim,,,,,,,,,
Mystic Outdoors Master,0083,0083-30,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,White,Double-Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-29,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,White,Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-28,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,White,Medium,,,,,,,,,
Mystic Outdoors Master,0083,0083-27,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,White,Narrow,,,,,,,,,
Mystic Outdoors Master,0083,0083-26,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,White,Slim,,,,,,,,,
Mystic Outdoors Master,0083,0083-25,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Teak,Double-Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-24,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Teak,Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-23,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Teak,Medium,,,,,,,,,
Mystic Outdoors Master,0083,0083-22,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Teak,Narrow,,,,,,,,,
Mystic Outdoors Master,0083,0083-21,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Teak,Slim,,,,,,,,,
Mystic Outdoors Master,0083,0083-20,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Navy,Double-Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-19,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Navy,Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-18,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Navy,Medium,,,,,,,,,
Mystic Outdoors Master,0083,0083-17,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Navy,Narrow,,,,,,,,,
Mystic Outdoors Master,0083,0083-16,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Navy,Slim,,,,,,,,,
Mystic Outdoors Master,0083,0083-15,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Mocha,Double-Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-14,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Mocha,Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-13,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Mocha,Medium,,,,,,,,,
Mystic Outdoors Master,0083,0083-12,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Mocha,Narrow,,,,,,,,,
Mystic Outdoors Master,0083,0083-11,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Mocha,Slim,,,,,,,,,
Mystic Outdoors Master,0083,0083-10,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Charcoal,Double-Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-9,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Charcoal,Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-8,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Charcoal,Medium,,,,,,,,,
Mystic Outdoors Master,0083,0083-7,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Charcoal,Narrow,,,,,,,,,
Mystic Outdoors Master,0083,0083-6,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Charcoal,Slim,,,,,,,,,
Mystic Outdoors Master,0083,0083-5,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Double-Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-4,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Wide,,,,,,,,,
Mystic Outdoors Master,0083,0083-3,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Medium,,,,,,,,,
Mystic Outdoors Master,0083,0083-2,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Narrow,,,,,,,,,
Mystic Outdoors Master,0083,0083-1,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Black,Slim,,,,,,,,,
Mystic Outdoors Master,0030-001110-0007968,0030-001110-0007968-5,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,2XL,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0030-001110-0007968,0030-001110-0007968-4,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,XL,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0030-001110-0007968,0030-001110-0007968-3,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,Small,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0030-001110-0007968,0030-001110-0007968-2,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,Medium,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0030-001110-0007968,0030-001110-0007968-1,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,Large,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0-0-22,0-0-22-4,Yes,,2000.00,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Pallets,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0-0-22,0-0-22-3,Yes,,249.99,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pallet,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0-0-22,0-0-22-2,Yes,,29.99,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-KG,,,,,,,,,,,,,,,,
Mystic Outdoors Master,0-0-22,0-0-22-1,Yes,,19.99,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-KG,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-10,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Marionberry,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-9,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Marionberry,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-8,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Marionberry,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-7,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Marionberry,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-6,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Marionberry,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-5,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Black,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-4,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Black,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-3,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Black,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-2,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Black,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_011,HikeJack_011-1,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Black,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-75,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Wild-Rose,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-74,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Wild-Rose,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-73,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Wild-Rose,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-72,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Wild-Rose,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-71,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Wild-Rose,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-70,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Urban-Army,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-69,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Urban-Army,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-68,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Urban-Army,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-67,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Urban-Army,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-66,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Urban-Army,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-65,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sunny-Lime,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-64,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sunny-Lime,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-63,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sunny-Lime,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-62,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sunny-Lime,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-61,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sunny-Lime,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-60,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Skyrise/Paradise,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-59,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Skyrise/Paradise,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-58,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Skyrise/Paradise,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-57,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Skyrise/Paradise,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-56,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Skyrise/Paradise,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-55,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sea-Breeze/Arctic-Navy,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-54,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sea-Breeze/Arctic-Navy,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-53,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sea-Breeze/Arctic-Navy,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-52,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sea-Breeze/Arctic-Navy,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-51,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Sea-Breeze/Arctic-Navy,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-50,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Pop-Green,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-49,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Pop-Green,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-48,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Pop-Green,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-47,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Pop-Green,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-46,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Pop-Green,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-45,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Persian-Red,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-44,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Persian-Red,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-43,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Persian-Red,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-42,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Persian-Red,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-41,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Persian-Red,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-40,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Olive,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-39,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Olive,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-38,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Olive,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-37,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Olive,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-36,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Olive,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-35,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Neon-Berry,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-34,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Neon-Berry,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-33,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Neon-Berry,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-32,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Neon-Berry,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-31,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Neon-Berry,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-30,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Green-Frost/Green-Garnet,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-29,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Green-Frost/Green-Garnet,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-28,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Green-Frost/Green-Garnet,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-27,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Green-Frost/Green-Garnet,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-26,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Green-Frost/Green-Garnet,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-25,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Gemstone,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-24,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Gemstone,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-23,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Gemstone,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-22,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Gemstone,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-21,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Gemstone,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-20,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Fuchsia,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-19,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Fuchsia,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-18,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Fuchsia,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-17,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Fuchsia,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-16,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Fuchsia,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-15,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Dusty-Denim,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-14,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Dusty-Denim,,,,,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-13,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Dusty-Denim,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-12,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Dusty-Denim,,,,,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-11,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Dusty-Denim,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Outdoors Master,HikeJack_010,HikeJack_010-10,Yes,,,,,,,0.0000,0.00,,,,,,,,,,,,,,,,,Dark-Purple,,,,,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
